zip_code,city,state_code,latitude,longitude
00923,San Juan,PR,18.41146,-66.03715
00924,San Juan,PR,18.39987,-66.01344
00925,San Juan,PR,18.40028,-66.05058
00926,San Juan,PR,18.34691,-66.05434
00927,San Juan,PR,18.38884,-66.07149
00934,Fort Buchanan,PR,18.41372,-66.11998
00949,Toa Baja,PR,18.43166,-66.21349
00950,Toa Baja,PR,18.46201,-66.23917
00951,Toa Baja,PR,18.43175,-66.25628
00952,Sabana Seca,PR,18.42874,-66.18897
00953,Toa Alta,PR,18.36319,-66.24764
00956,Bayamon,PR,18.32121,-66.17185
00957,Bayamon,PR,18.36696,-66.18857
00959,Bayamon,PR,18.3852,-66.15583
00960,Bayamon,PR,18.41674,-66.14365
00961,Bayamon,PR,18.40987,-66.16415
00962,Catano,PR,18.43514,-66.13949
00965,Guaynabo,PR,18.42853,-66.11175
00966,Guaynabo,PR,18.39784,-66.11394
00968,Guaynabo,PR,18.40609,-66.10123
00969,Guaynabo,PR,18.36696,-66.11
00971,Guaynabo,PR,18.32067,-66.11751
00976,Trujillo Alto,PR,18.33903,-65.99286
00979,Carolina,PR,18.43734,-66.0089
00982,Carolina,PR,18.40961,-65.99143
00983,Carolina,PR,18.41788,-65.98104
00985,Carolina,PR,18.40628,-65.94767
00987,Carolina,PR,18.34115,-65.94257
01001,Agawam,MA,42.06262,-72.62521
01002,Amherst,MA,42.37633,-72.46462
01005,Barre,MA,42.42117,-72.10655
01007,Belchertown,MA,42.28163,-72.40009
01008,Blandford,MA,42.18234,-72.95819
01009,Bondsville,MA,42.21133,-72.34189
01010,Brimfield,MA,42.12904,-72.20597
01011,Chester,MA,42.30233,-72.96448
01012,Chesterfield,MA,42.38495,-72.84675
01013,Chicopee,MA,42.16059,-72.60788
01020,Chicopee,MA,42.17618,-72.56538
01022,Chicopee,MA,42.19721,-72.54249
01026,Cummington,MA,42.46858,-72.92296
01027,Easthampton,MA,42.29506,-72.74303
01028,East Longmeadow,MA,42.05967,-72.49899
01029,East Otis,MA,42.19402,-73.05067
01030,Feeding Hills,MA,42.06869,-72.67967
01031,Gilbertville,MA,42.32782,-72.19191
01032,Goshen,MA,42.45313,-72.81965
01033,Granby,MA,42.26082,-72.50361
01034,Granville,MA,42.0826,-72.95611
01035,Hadley,MA,42.35563,-72.5692
01036,Hampden,MA,42.0638,-72.4157
01037,Hardwick,MA,42.37063,-72.19466
01038,Hatfield,MA,42.38466,-72.60559
01039,Haydenville,MA,42.41049,-72.69188
01040,Holyoke,MA,42.21251,-72.64109
01050,Huntington,MA,42.29092,-72.87526
01053,Leeds,MA,42.35205,-72.71032
01054,Leverett,MA,42.47381,-72.48768
01056,Ludlow,MA,42.19211,-72.45805
01057,Monson,MA,42.09118,-72.32392
01060,Northampton,MA,42.32218,-72.63126
01062,Florence,MA,42.32146,-72.69244
01066,North Hatfield,MA,42.40742,-72.64032
01068,Oakham,MA,42.35125,-72.04776
01069,Palmer,MA,42.18798,-72.30578
01070,Plainfield,MA,42.51958,-72.92504
01071,Russell,MA,42.16029,-72.8598
01072,Shutesbury,MA,42.46327,-72.41893
01073,Southampton,MA,42.23084,-72.73856
01074,South Barre,MA,42.3837,-72.10021
01075,South Hadley,MA,42.25672,-72.57928
01077,Southwick,MA,42.05441,-72.77851
01079,Thorndike,MA,42.18508,-72.33406
01080,Three Rivers,MA,42.18228,-72.36515
01081,Wales,MA,42.06232,-72.23085
01082,Ware,MA,42.29816,-72.27676
01083,Warren,MA,42.20652,-72.19906
01084,West Chesterfield,MA,42.38589,-72.88165
01085,Westfield,MA,42.15375,-72.76961
01089,West Springfield,MA,42.12532,-72.65025
01092,West Warren,MA,42.20008,-72.23715
01093,Whately,MA,42.44335,-72.65099
01094,Wheelwright,MA,42.36481,-72.13548
01095,Wilbraham,MA,42.12763,-72.42994
01096,Williamsburg,MA,42.40968,-72.77213
01097,Woronoco,MA,42.17722,-72.83175
01098,Worthington,MA,42.39551,-72.94315
01103,Springfield,MA,42.10443,-72.58997
01104,Springfield,MA,42.13326,-72.56733
01105,Springfield,MA,42.09911,-72.57865
01106,Longmeadow,MA,42.04877,-72.57163
01107,Springfield,MA,42.12116,-72.60642
01108,Springfield,MA,42.0814,-72.55866
01109,Springfield,MA,42.11839,-72.54876
01118,Springfield,MA,42.09476,-72.5253
01119,Springfield,MA,42.12452,-72.51126
01128,Springfield,MA,42.09497,-72.48806
01129,Springfield,MA,42.1211,-72.4877
01151,Indian Orchard,MA,42.15294,-72.50883
01201,Pittsfield,MA,42.45614,-73.28114
01220,Adams,MA,42.62686,-73.11873
01222,Ashley Falls,MA,42.06242,-73.32146
01223,Becket,MA,42.31118,-73.09835
01224,Berkshire,MA,42.50622,-73.19841
01225,Cheshire,MA,42.56385,-73.1512
01226,Dalton,MA,42.47954,-73.15329
01229,Glendale,MA,42.29411,-73.35227
01230,Great Barrington,MA,42.18197,-73.34244
01235,Hinsdale,MA,42.43181,-73.07336
01236,Housatonic,MA,42.26923,-73.37999
01237,Lanesborough,MA,42.5529,-73.25373
01238,Lee,MA,42.30072,-73.22553
01240,Lenox,MA,42.37567,-73.26466
01242,Lenox Dale,MA,42.3334,-73.24967
01243,Middlefield,MA,42.34752,-73.03467
01244,Mill River,MA,42.10924,-73.27475
01245,Monterey,MA,42.19043,-73.21579
01247,North Adams,MA,42.69813,-73.09264
01253,Otis,MA,42.20751,-73.1118
01254,Richmond,MA,42.37972,-73.36608
01255,Sandisfield,MA,42.1068,-73.12213
01257,Sheffield,MA,42.0976,-73.37241
01258,South Egremont,MA,42.09396,-73.46616
01259,Southfield,MA,42.07316,-73.23282
01260,South Lee,MA,42.26663,-73.2712
01262,Stockbridge,MA,42.30433,-73.32013
01264,Tyringham,MA,42.23997,-73.19686
01266,West Stockbridge,MA,42.30264,-73.39846
01267,Williamstown,MA,42.66593,-73.24209
01270,Windsor,MA,42.51297,-73.04859
01301,Greenfield,MA,42.62375,-72.60379
01330,Ashfield,MA,42.51772,-72.81556
01331,Athol,MA,42.56793,-72.18324
01337,Bernardston,MA,42.69512,-72.57731
01338,Buckland,MA,42.5814,-72.80309
01339,Charlemont,MA,42.61099,-72.88846
01340,Colrain,MA,42.68805,-72.73205
01341,Conway,MA,42.50734,-72.70221
01342,Deerfield,MA,42.54384,-72.6058
01344,Erving,MA,42.60756,-72.42916
01346,Heath,MA,42.6706,-72.81323
01347,Lake Pleasant,MA,42.56027,-72.51321
01349,Millers Falls,MA,42.56656,-72.47045
01351,Montague,MA,42.54162,-72.52069
01354,Gill,MA,42.63282,-72.51136
01355,New Salem,MA,42.45101,-72.33141
01360,Northfield,MA,42.67575,-72.446
01364,Orange,MA,42.60449,-72.29263
01366,Petersham,MA,42.48858,-72.18564
01367,Rowe,MA,42.69674,-72.91387
01368,Royalston,MA,42.67815,-72.18557
01370,Shelburne Falls,MA,42.59607,-72.72915
01373,South Deerfield,MA,42.47292,-72.61516
01375,Sunderland,MA,42.46475,-72.55489
01376,Turners Falls,MA,42.59273,-72.54591
01379,Wendell,MA,42.54149,-72.3989
01420,Fitchburg,MA,42.58559,-71.81693
01430,Ashburnham,MA,42.66069,-71.9232
01431,Ashby,MA,42.67652,-71.82322
01432,Ayer,MA,42.56351,-71.57059
01434,Devens,MA,42.53149,-71.61663
01436,Baldwinville,MA,42.60579,-72.08958
01438,East Templeton,MA,42.56028,-72.03583
01440,Gardner,MA,42.58797,-71.98649
01450,Groton,MA,42.61368,-71.56139
01451,Harvard,MA,42.50005,-71.57754
01452,Hubbardston,MA,42.48378,-72.00514
01453,Leominster,MA,42.51961,-71.76583
01460,Littleton,MA,42.53503,-71.4891
01462,Lunenburg,MA,42.58994,-71.72036
01463,Pepperell,MA,42.67126,-71.60429
01464,Shirley,MA,42.57411,-71.6475
01468,Templeton,MA,42.55324,-72.06879
01469,Townsend,MA,42.66514,-71.69161
01473,Westminster,MA,42.55122,-71.90266
01474,West Townsend,MA,42.67088,-71.7508
01475,Winchendon,MA,42.66675,-72.04902
01501,Auburn,MA,42.19689,-71.84549
01503,Berlin,MA,42.38378,-71.63552
01504,Blackstone,MA,42.0399,-71.53125
01505,Boylston,MA,42.35633,-71.72123
01506,Brookfield,MA,42.19364,-72.10441
01507,Charlton,MA,42.13509,-71.96803
01510,Clinton,MA,42.4119,-71.68883
01515,East Brookfield,MA,42.20328,-72.04669
01516,Douglas,MA,42.0528,-71.75106
01518,Fiskdale,MA,42.11342,-72.11632
01519,Grafton,MA,42.20077,-71.67892
01520,Holden,MA,42.33685,-71.85181
01521,Holland,MA,42.06012,-72.16592
01522,Jefferson,MA,42.38142,-71.87111
01523,Lancaster,MA,42.48176,-71.68079
01524,Leicester,MA,42.24919,-71.91989
01525,Linwood,MA,42.09899,-71.64296
01527,Millbury,MA,42.19228,-71.77397
01529,Millville,MA,42.03906,-71.57767
01531,New Braintree,MA,42.31929,-72.12794
01532,Northborough,MA,42.32314,-71.64621
01534,Northbridge,MA,42.13991,-71.64433
01535,North Brookfield,MA,42.2695,-72.07794
01536,North Grafton,MA,42.23189,-71.69219
01537,North Oxford,MA,42.16177,-71.89217
01540,Oxford,MA,42.11649,-71.85819
01541,Princeton,MA,42.45649,-71.88128
01542,Rochdale,MA,42.20241,-71.90995
01543,Rutland,MA,42.38482,-71.96726
01545,Shrewsbury,MA,42.28419,-71.71558
01550,Southbridge,MA,42.06039,-72.03377
01560,South Grafton,MA,42.17496,-71.67762
01561,South Lancaster,MA,42.44581,-71.68845
01562,Spencer,MA,42.24715,-71.99189
01564,Sterling,MA,42.44124,-71.77297
01566,Sturbridge,MA,42.1047,-72.07745
01568,Upton,MA,42.17694,-71.60516
01569,Uxbridge,MA,42.05895,-71.63741
01570,Webster,MA,42.05206,-71.8485
01571,Dudley,MA,42.05501,-71.93519
01581,Westborough,MA,42.26815,-71.61402
01583,West Boylston,MA,42.37034,-71.78502
01585,West Brookfield,MA,42.23762,-72.16311
01588,Whitinsville,MA,42.11837,-71.66836
01590,Sutton,MA,42.13387,-71.75179
01602,Worcester,MA,42.27219,-71.84946
01603,Worcester,MA,42.24373,-71.84429
01604,Worcester,MA,42.25085,-71.7683
01605,Worcester,MA,42.28979,-71.78802
01606,Worcester,MA,42.31367,-71.79614
01607,Worcester,MA,42.22684,-71.79037
01608,Worcester,MA,42.2621,-71.80145
01609,Worcester,MA,42.28592,-71.82853
01610,Worcester,MA,42.24645,-71.80968
01611,Cherry Valley,MA,42.23945,-71.87702
01612,Paxton,MA,42.31037,-71.93095
01701,Framingham,MA,42.32195,-71.43796
01702,Framingham,MA,42.28242,-71.43428
01718,Acton,MA,42.52165,-71.42983
01719,Boxborough,MA,42.48837,-71.51779
01720,Acton,MA,42.48397,-71.43809
01721,Ashland,MA,42.25726,-71.46867
01730,Bedford,MA,42.4995,-71.27799
01731,Hanscom Afb,MA,42.46422,-71.28202
01740,Bolton,MA,42.43616,-71.60728
01741,Carlisle,MA,42.53001,-71.35128
01742,Concord,MA,42.46221,-71.36504
01745,Fayville,MA,42.29155,-71.50101
01746,Holliston,MA,42.19775,-71.44499
01747,Hopedale,MA,42.12477,-71.535
01748,Hopkinton,MA,42.2255,-71.53781
01749,Hudson,MA,42.38868,-71.54648
01752,Marlborough,MA,42.3494,-71.54681
01754,Maynard,MA,42.4264,-71.45607
01756,Mendon,MA,42.09301,-71.55146
01757,Milford,MA,42.15723,-71.51978
01760,Natick,MA,42.28436,-71.34966
01770,Sherborn,MA,42.23416,-71.37532
01772,Southborough,MA,42.30144,-71.5304
01773,Lincoln,MA,42.42572,-71.31013
01775,Stow,MA,42.42983,-71.51146
01776,Sudbury,MA,42.38456,-71.42316
01778,Wayland,MA,42.3583,-71.35895
01801,Woburn,MA,42.48694,-71.15415
01803,Burlington,MA,42.5028,-71.20147
01810,Andover,MA,42.64669,-71.16517
01821,Billerica,MA,42.54999,-71.25206
01824,Chelmsford,MA,42.59156,-71.35553
01826,Dracut,MA,42.68323,-71.30063
01827,Dunstable,MA,42.67643,-71.50052
01830,Haverhill,MA,42.7959,-71.05323
01832,Haverhill,MA,42.79099,-71.13133
01833,Georgetown,MA,42.72409,-70.9821
01834,Groveland,MA,42.75198,-71.01486
01835,Haverhill,MA,42.75292,-71.08602
01840,Lawrence,MA,42.70695,-71.16014
01841,Lawrence,MA,42.71077,-71.16494
01843,Lawrence,MA,42.68985,-71.16095
01844,Methuen,MA,42.73426,-71.18858
01845,North Andover,MA,42.67132,-71.08669
01850,Lowell,MA,42.65569,-71.30292
01851,Lowell,MA,42.62915,-71.33674
01852,Lowell,MA,42.63231,-71.29538
01854,Lowell,MA,42.64939,-71.34827
01860,Merrimac,MA,42.83858,-71.01194
01862,North Billerica,MA,42.57427,-71.29437
01863,North Chelmsford,MA,42.63274,-71.39132
01864,North Reading,MA,42.58156,-71.08759
01867,Reading,MA,42.53505,-71.1055
01876,Tewksbury,MA,42.61206,-71.22733
01879,Tyngsboro,MA,42.66626,-71.42911
01880,Wakefield,MA,42.50348,-71.06559
01886,Westford,MA,42.58642,-71.44008
01887,Wilmington,MA,42.56091,-71.16541
01890,Winchester,MA,42.45177,-71.14628
01901,Lynn,MA,42.46125,-70.94639
01902,Lynn,MA,42.4712,-70.93983
01904,Lynn,MA,42.49151,-70.97166
01905,Lynn,MA,42.46355,-70.9733
01906,Saugus,MA,42.46922,-71.01299
01907,Swampscott,MA,42.47572,-70.90684
01908,Nahant,MA,42.42856,-70.92614
01913,Amesbury,MA,42.85297,-70.94459
01915,Beverly,MA,42.56841,-70.8647
01921,Boxford,MA,42.6815,-71.01887
01922,Byfield,MA,42.75862,-70.91758
01923,Danvers,MA,42.57398,-70.94923
01929,Essex,MA,42.63478,-70.77684
01930,Gloucester,MA,42.62605,-70.68966
01937,Hathorne,MA,42.58579,-70.98406
01938,Ipswich,MA,42.68568,-70.83989
01940,Lynnfield,MA,42.53523,-71.03695
01944,Manchester,MA,42.58154,-70.76825
01945,Marblehead,MA,42.49924,-70.86348
01949,Middleton,MA,42.6043,-71.01641
01950,Newburyport,MA,42.81237,-70.88785
01951,Newbury,MA,42.77742,-70.85022
01952,Salisbury,MA,42.84655,-70.86163
01960,Peabody,MA,42.53374,-70.97222
01965,Prides Crossing,MA,42.56294,-70.82996
01966,Rockport,MA,42.65432,-70.62227
01969,Rowley,MA,42.72235,-70.88832
01970,Salem,MA,42.51298,-70.90266
01982,South Hamilton,MA,42.62669,-70.85789
01983,Topsfield,MA,42.63728,-70.94251
01984,Wenham,MA,42.60078,-70.8826
01985,West Newbury,MA,42.7939,-70.96906
02019,Bellingham,MA,42.0777,-71.47407
02021,Canton,MA,42.17504,-71.12645
02025,Cohasset,MA,42.23603,-70.81906
02026,Dedham,MA,42.24665,-71.1777
02030,Dover,MA,42.2366,-71.28421
02032,East Walpole,MA,42.15489,-71.2155
02035,Foxboro,MA,42.06266,-71.24613
02038,Franklin,MA,42.08622,-71.41126
02043,Hingham,MA,42.21678,-70.88494
02045,Hull,MA,42.28437,-70.88266
02047,Humarock,MA,42.14582,-70.69603
02048,Mansfield,MA,42.01626,-71.21868
02050,Marshfield,MA,42.11443,-70.71487
02052,Medfield,MA,42.1848,-71.30501
02053,Medway,MA,42.15352,-71.42906
02054,Millis,MA,42.1693,-71.36261
02056,Norfolk,MA,42.11632,-71.32952
02061,Norwell,MA,42.16075,-70.81772
02062,Norwood,MA,42.18563,-71.19464
02066,Scituate,MA,42.20129,-70.76155
02067,Sharon,MA,42.10778,-71.18183
02071,South Walpole,MA,42.10392,-71.27002
02072,Stoughton,MA,42.1192,-71.10189
02081,Walpole,MA,42.14689,-71.25916
02090,Westwood,MA,42.22024,-71.21057
02093,Wrentham,MA,42.05129,-71.35522
02108,Boston,MA,42.35657,-71.06516
02109,Boston,MA,42.36498,-71.05277
02110,Boston,MA,42.35797,-71.05189
02111,Boston,MA,42.35067,-71.06054
02113,Boston,MA,42.36526,-71.05524
02114,Boston,MA,42.36337,-71.06686
02115,Boston,MA,42.34046,-71.09481
02116,Boston,MA,42.35105,-71.07638
02118,Boston,MA,42.33806,-71.07057
02119,Roxbury,MA,42.32405,-71.08522
02120,Roxbury Crossing,MA,42.33212,-71.09654
02121,Dorchester,MA,42.3057,-71.08693
02122,Dorchester,MA,42.29427,-71.05185
02124,Dorchester Center,MA,42.28583,-71.07114
02125,Dorchester,MA,42.31578,-71.0562
02126,Mattapan,MA,42.27588,-71.0918
02127,South Boston,MA,42.33455,-71.03875
02128,East Boston,MA,42.37324,-71.01616
02129,Charlestown,MA,42.37975,-71.06167
02130,Jamaica Plain,MA,42.30823,-71.11515
02131,Roslindale,MA,42.28392,-71.12468
02132,West Roxbury,MA,42.27931,-71.16072
02133,Boston,MA,42.35838,-71.06383
02134,Allston,MA,42.35855,-71.12931
02135,Brighton,MA,42.34989,-71.15417
02136,Hyde Park,MA,42.25505,-71.12662
02138,Cambridge,MA,42.37997,-71.13446
02139,Cambridge,MA,42.36224,-71.10253
02140,Cambridge,MA,42.39332,-71.13342
02141,Cambridge,MA,42.37041,-71.08218
02142,Cambridge,MA,42.36295,-71.08189
02143,Somerville,MA,42.38142,-71.09677
02144,Somerville,MA,42.40088,-71.122
02145,Somerville,MA,42.39206,-71.0895
02148,Malden,MA,42.43048,-71.05762
02149,Everett,MA,42.40643,-71.05446
02150,Chelsea,MA,42.39587,-71.03251
02151,Revere,MA,42.41887,-71.004
02152,Winthrop,MA,42.37724,-70.98115
02155,Medford,MA,42.42324,-71.10878
02163,Boston,MA,42.36717,-71.12509
02169,Quincy,MA,42.23971,-71.01802
02170,Quincy,MA,42.26644,-71.01621
02171,Quincy,MA,42.28709,-71.02604
02176,Melrose,MA,42.45561,-71.05901
02180,Stoneham,MA,42.47396,-71.09705
02184,Braintree,MA,42.20386,-71.0022
02186,Milton,MA,42.23854,-71.08464
02188,Weymouth,MA,42.20724,-70.95764
02189,East Weymouth,MA,42.2111,-70.93135
02190,South Weymouth,MA,42.16625,-70.95253
02191,North Weymouth,MA,42.24434,-70.94378
02199,Boston,MA,42.34748,-71.08199
02203,Boston,MA,42.36144,-71.05945
02205,Boston,MA,42.34935,-71.05564
02210,Boston,MA,42.34815,-71.03942
02215,Boston,MA,42.34741,-71.10276
02301,Brockton,MA,42.07791,-71.04223
02302,Brockton,MA,42.08792,-70.99864
02322,Avon,MA,42.12666,-71.04922
02324,Bridgewater,MA,41.97272,-70.97498
02330,Carver,MA,41.87388,-70.7563
02332,Duxbury,MA,42.04651,-70.71388
02333,East Bridgewater,MA,42.03521,-70.94235
02338,Halifax,MA,41.99138,-70.86326
02339,Hanover,MA,42.12241,-70.85665
02341,Hanson,MA,42.05604,-70.87251
02343,Holbrook,MA,42.14733,-71.00484
02346,Middleboro,MA,41.88034,-70.87446
02347,Lakeville,MA,41.83101,-70.9594
02350,Monponsett,MA,42.02043,-70.84562
02351,Abington,MA,42.11805,-70.95905
02356,North Easton,MA,42.05519,-71.12071
02359,Pembroke,MA,42.06547,-70.8014
02360,Plymouth,MA,41.87817,-70.63089
02364,Kingston,MA,41.98616,-70.74823
02366,South Carver,MA,41.84868,-70.6613
02367,Plympton,MA,41.96345,-70.80975
02368,Randolph,MA,42.17506,-71.05011
02370,Rockland,MA,42.1295,-70.91002
02375,South Easton,MA,42.01954,-71.10381
02379,West Bridgewater,MA,42.02139,-71.0267
02382,Whitman,MA,42.08,-70.93993
02420,Lexington,MA,42.45821,-71.21762
02421,Lexington,MA,42.438,-71.23922
02445,Brookline,MA,42.32581,-71.13319
02446,Brookline,MA,42.3435,-71.12179
02451,Waltham,MA,42.39859,-71.2573
02452,Waltham,MA,42.39365,-71.2202
02453,Waltham,MA,42.36918,-71.24101
02457,Babson Park,MA,42.29777,-71.26887
02458,Newton,MA,42.35294,-71.18763
02459,Newton Center,MA,42.31515,-71.19174
02460,Newtonville,MA,42.35206,-71.20835
02461,Newton Highlands,MA,42.31693,-71.20875
02462,Newton Lower Falls,MA,42.33102,-71.25599
02464,Newton Upper Falls,MA,42.31274,-71.21981
02465,West Newton,MA,42.34969,-71.22646
02466,Auburndale,MA,42.34541,-71.24759
02467,Chestnut Hill,MA,42.31725,-71.16096
02468,Waban,MA,42.32777,-71.23142
02472,Watertown,MA,42.37,-71.17713
02474,Arlington,MA,42.42053,-71.15666
02476,Arlington,MA,42.41597,-71.17437
02478,Belmont,MA,42.39602,-71.17955
02481,Wellesley Hills,MA,42.31064,-71.27779
02482,Wellesley,MA,42.29455,-71.29859
02492,Needham,MA,42.27615,-71.24387
02493,Weston,MA,42.35893,-71.30009
02494,Needham Heights,MA,42.29959,-71.2317
02532,Buzzards Bay,MA,41.75111,-70.59713
02534,Cataumet,MA,41.66626,-70.61628
02535,Chilmark,MA,41.34896,-70.74629
02536,East Falmouth,MA,41.59706,-70.56677
02537,East Sandwich,MA,41.72882,-70.44317
02538,East Wareham,MA,41.77872,-70.65077
02539,Edgartown,MA,41.37994,-70.53227
02540,Falmouth,MA,41.57128,-70.62807
02542,Buzzards Bay,MA,41.70194,-70.54824
02543,Woods Hole,MA,41.48731,-70.74525
02553,Monument Beach,MA,41.71297,-70.62011
02554,Nantucket,MA,41.28555,-70.08043
02556,North Falmouth,MA,41.63903,-70.62521
02557,Oak Bluffs,MA,41.44218,-70.56648
02558,Onset,MA,41.74453,-70.65377
02559,Pocasset,MA,41.69237,-70.61374
02561,Sagamore,MA,41.76782,-70.53281
02562,Sagamore Beach,MA,41.78753,-70.52746
02563,Sandwich,MA,41.71995,-70.4818
02564,Siasconset,MA,41.26552,-69.98608
02568,Vineyard Haven,MA,41.44341,-70.61534
02571,Wareham,MA,41.76184,-70.70138
02575,West Tisbury,MA,41.39651,-70.65496
02576,West Wareham,MA,41.77807,-70.76338
02584,Nantucket,MA,41.25753,-70.00522
02601,Hyannis,MA,41.66,-70.29327
02630,Barnstable,MA,41.69674,-70.3052
02631,Brewster,MA,41.74673,-70.06894
02632,Centerville,MA,41.66074,-70.34826
02633,Chatham,MA,41.68949,-69.97397
02635,Cotuit,MA,41.62348,-70.44051
02637,Cummaquid,MA,41.70493,-70.27245
02638,Dennis,MA,41.73225,-70.19459
02639,Dennis Port,MA,41.66639,-70.13535
02641,East Dennis,MA,41.75221,-70.15176
02642,Eastham,MA,41.83976,-69.97711
02643,East Orleans,MA,41.75534,-69.94002
02644,Forestdale,MA,41.68361,-70.51202
02645,Harwich,MA,41.70352,-70.06215
02646,Harwich Port,MA,41.67103,-70.07144
02647,Hyannis Port,MA,41.63127,-70.30909
02648,Marstons Mills,MA,41.67237,-70.41545
02649,Mashpee,MA,41.61778,-70.49077
02650,North Chatham,MA,41.7036,-69.96589
02652,North Truro,MA,42.0428,-70.09276
02653,Orleans,MA,41.76901,-69.9737
02655,Osterville,MA,41.62972,-70.39263
02657,Provincetown,MA,42.06139,-70.19813
02659,South Chatham,MA,41.68258,-70.02234
